location,bhk,total_sqft,bath,price
HSR Layout,2.0,1203.0,2.0,72.0
Hebbal,3.0,1645.0,3.0,113.0
Horamavu Agara,3.0,1364.0,2.0,50.0
Anekal,2.0,1200.0,1.0,36.0
other,1.0,1050.0,2.0,41.0
Kothanur,3.0,1365.0,3.0,66.0
Jigani,3.0,1252.0,3.0,70.0
Jigani,3.0,1221.0,3.0,65.0
Panathur,2.0,1065.0,2.0,58.0
Uttarahalli,3.0,1270.0,2.0,55.25
Sahakara Nagar,2.0,1032.0,2.0,45.0
Frazer Town,4.0,2900.0,4.0,325.0
Sector 2 HSR Layout,3.0,1515.0,2.0,69.0
other,2.0,1427.0,2.0,52.0
Magadi Road,2.0,940.0,2.0,50.0
Bannerghatta Road,3.0,1460.0,2.0,80.0
Sarjapur  Road,3.0,2275.0,4.0,175.0
9th Phase JP Nagar,3.0,1522.0,3.0,90.0
other,3.0,3210.0,4.0,380.0
Thanisandra,2.0,1185.0,2.0,42.67
Banashankari,3.0,1800.0,3.0,125.0
Electronics City Phase 1,2.0,940.0,2.0,44.0
other,4.0,1200.0,4.0,135.0
Marathahalli,3.0,1530.0,3.0,71.0
other,2.0,1050.0,2.0,48.0
Subramanyapura,2.0,929.0,2.0,49.0
Banjara Layout,4.0,3750.0,5.0,145.0
Whitefield,3.0,1530.0,3.0,75.0
other,2.0,900.0,2.0,48.0
Vasanthapura,2.0,978.0,2.0,34.22
other,4.0,4041.0,4.0,345.0
Ambalipura,1.0,770.0,1.0,43.82
Kaval Byrasandra,2.0,1066.0,2.0,55.0
Electronic City,1.0,635.0,1.0,28.0
Whitefield,2.0,1015.0,2.0,45.0
Hebbal,2.0,1175.0,2.0,54.05
Chikkabanavar,4.0,1200.0,4.0,130.0
Vidyaranyapura,2.0,1188.0,2.0,50.0
other,1.0,620.0,1.0,25.0
other,2.0,1210.0,2.0,75.0
Attibele,3.0,1000.0,3.0,90.0
Rajaji Nagar,3.0,1500.0,2.0,99.0
Electronic City,4.0,1800.0,3.0,190.0
Thanisandra,2.0,1185.0,2.0,43.66
Basavangudi,3.0,1600.0,3.0,130.0
Gottigere,2.0,1100.0,2.0,28.0
Yelahanka,2.0,1300.0,2.0,69.23
Kasavanhalli,2.0,1100.0,2.0,68.0
Ambalipura,2.0,860.0,2.0,28.93
Panathur,2.0,1007.0,2.0,64.0
Akshaya Nagar,2.0,1100.0,2.0,48.0
Whitefield,2.0,1187.0,2.0,38.0
R.T. Nagar,2.0,1150.0,2.0,72.0
Nagavara,3.0,2400.0,3.0,252.0
other,2.0,1180.0,2.0,41.94
Budigere,3.0,1820.0,3.0,85.2
KR Puram,4.0,3628.0,4.0,246.0
other,3.0,1430.0,3.0,70.0
Kanakpura Road,2.0,700.0,2.0,40.0
other,2.0,1200.0,1.0,70.0
Old Madras Road,2.0,1165.0,2.0,40.77
Jalahalli,3.0,1569.0,3.0,118.0
other,3.0,1950.0,4.0,95.0
other,2.0,1200.0,3.0,70.0
Yelahanka New Town,3.0,2437.0,3.0,125.0
Marathahalli,2.0,950.0,2.0,46.7
Bellandur,3.0,1685.0,3.0,115.0
Green Glen Layout,4.0,3270.0,4.0,205.0
Sarjapur  Road,2.0,1314.0,2.0,110.0
other,3.0,1250.0,3.0,40.0
other,2.0,1130.0,2.0,68.0
other,3.0,857.0,3.0,95.0
Whitefield,3.0,2247.0,3.0,145.0
Marathahalli,3.0,1550.0,3.0,85.0
Hoodi,3.0,1715.0,2.0,100.0
Hennur Road,2.0,1053.0,2.0,53.0
Begur Road,3.0,1200.0,3.0,50.0
HBR Layout,3.0,1800.0,2.0,230.0
other,2.0,1245.0,1.0,60.0
Koramangala,2.0,1320.0,2.0,160.0
Whitefield,4.0,3940.0,5.0,265.0
Thanisandra,3.0,1241.0,2.0,65.0
7th Phase JP Nagar,3.0,2980.0,4.0,260.0
Raja Rajeshwari Nagar,2.0,1090.0,2.0,57.0
other,3.0,1390.0,2.0,50.0
other,3.0,2750.0,5.0,275.0
Kanakpura Road,3.0,1100.0,2.0,52.97
Koramangala,2.0,1350.0,2.0,103.0
other,2.0,800.0,2.0,55.0
Sarjapur  Road,3.0,1787.0,3.0,116.0
BTM Layout,3.0,2400.0,3.0,220.0
Haralur Road,4.0,3700.0,4.0,325.0
Sarjapur  Road,3.0,1691.0,3.0,93.01
Bhoganhalli,4.0,2119.0,4.0,111.0
Chikka Tirupathi,3.0,2325.0,3.0,95.0
Akshaya Nagar,3.0,1896.0,3.0,102.0
Banashankari Stage V,3.0,1540.0,3.0,48.51
other,2.0,1244.0,2.0,95.0
Hormavu,3.0,1365.0,2.0,65.0
Thanisandra,1.0,580.0,1.0,27.5
Hebbal,3.0,1355.0,3.0,83.87
other,3.0,1500.0,4.0,180.0
8th Phase JP Nagar,2.0,1513.0,2.0,62.0
Banashankari,2.0,1175.0,2.0,41.13
Thanisandra,3.0,2087.0,4.0,139.0
Talaghattapura,3.0,2273.0,3.0,145.0
Thanisandra,3.0,2050.0,3.0,150.0
other,2.0,1200.0,2.0,75.0
Whitefield,2.0,1190.0,2.0,59.0
Kodigehalli,4.0,600.0,3.0,85.0
Marathahalli,2.0,1019.0,2.0,49.86
Thigalarapalya,3.0,1830.0,3.0,133.0
Sarjapur  Road,2.0,1028.0,2.0,56.0
Old Madras Road,2.0,1300.0,2.0,100.0
Whitefield,2.0,1160.0,2.0,67.0
Mahadevpura,3.0,1505.0,3.0,78.0
Kogilu,2.0,1250.0,2.0,55.55
other,1.0,400.0,2.0,50.0
Sarjapur,2.0,1175.0,2.0,41.68
other,2.0,1100.0,2.0,57.6
other,3.0,2159.0,3.0,120.0
Devanahalli,2.0,1230.0,2.0,56.45
other,3.0,1200.0,4.0,180.0
other,1.0,1200.0,1.0,48.0
other,2.0,1340.0,2.0,71.0
Banashankari,3.0,1750.0,2.0,89.0
Banashankari Stage II,2.0,1400.0,2.0,100.0
Nagarbhavi,3.0,1350.0,3.0,60.0
other,3.0,1675.0,3.0,62.0
Thanisandra,2.0,1340.0,2.0,66.33
Malleshwaram,2.0,600.0,1.0,68.0
Hulimavu,2.0,1276.0,2.0,76.0
Ramagondanahalli,3.0,1738.0,2.0,76.0
other,2.0,1190.0,2.0,59.9
Electronic City,2.0,1128.0,2.0,65.45
other,2.0,1250.0,2.0,55.0
other,2.0,1450.0,2.0,90.0
Kudlu,2.0,1084.0,2.0,53.0
Kaggadasapura,4.0,2150.0,4.0,90.0
Koramangala,4.0,6000.0,4.0,625.0
Nagarbhavi,4.0,600.0,3.0,77.0
Hosur Road,2.0,1250.0,2.0,65.0
Seegehalli,3.0,2400.0,4.0,240.0
Begur,3.0,1304.0,3.0,65.0
Rajaji Nagar,3.0,1640.0,3.0,268.0
7th Phase JP Nagar,2.0,980.0,2.0,77.44
other,2.0,1275.0,2.0,49.5
other,1.0,10030.0,1.0,150.0
Banjara Layout,3.0,2500.0,4.0,140.0
other,4.0,3600.0,4.0,225.0
Anekal,3.0,2400.0,4.0,95.0
other,3.0,2300.0,3.0,280.0
Kanakpura Road,3.0,1450.0,2.0,70.18
Electronic City,2.0,890.0,2.0,40.0
Bannerghatta Road,2.0,1340.0,2.0,85.0
Vidyaranyapura,3.0,1100.0,2.0,75.0
Kengeri,2.0,750.0,2.0,40.0
Basaveshwara Nagar,4.0,700.0,4.0,125.0
Akshaya Nagar,2.0,1300.0,2.0,66.0
HRBR Layout,2.0,1301.0,2.0,120.0
other,3.0,1900.0,2.0,92.0
Kanakpura Road,2.0,1299.0,2.0,105.0
other,3.0,1250.0,3.0,40.0
Whitefield,4.0,1600.0,4.0,300.0
other,2.0,925.0,2.0,55.0
other,3.0,3900.0,3.0,250.0
Uttarahalli,2.0,1107.0,2.0,45.0
other,2.0,1400.0,2.0,160.0
Electronics City Phase 1,2.0,1300.0,2.0,67.0
Yeshwanthpur,2.0,570.0,2.0,62.0
other,3.0,1715.0,3.0,95.0
Uttarahalli,2.0,1200.0,2.0,55.0
other,2.0,703.0,2.0,60.0
Talaghattapura,2.0,921.0,2.0,29.47
Marathahalli,2.0,1144.0,2.0,65.0
Kanakpura Road,1.0,525.0,1.0,26.01
other,3.0,1400.0,2.0,56.0
Balagere,1.0,661.0,1.0,33.0
Yelahanka,3.0,1705.0,3.0,91.0
Kadugodi,3.0,1430.0,2.0,55.0
Marathahalli,2.0,1240.0,2.0,55.0
Garudachar Palya,3.0,1325.0,2.0,60.8
Thanisandra,2.0,1230.0,2.0,44.0
Electronics City Phase 1,2.0,1000.0,2.0,28.0
other,4.0,740.0,2.0,24.5
Uttarahalli,3.0,1330.0,2.0,46.45
Sarjapur  Road,4.0,3005.0,5.0,275.0
Shivaji Nagar,3.0,1300.0,3.0,170.0
Haralur Road,2.0,1243.0,2.0,46.0
Kengeri Satellite Town,4.0,936.0,2.0,60.84
Banashankari Stage III,3.0,1500.0,2.0,100.0
Kodigehalli,3.0,1200.0,4.0,156.0
Cox Town,2.0,1073.0,2.0,72.0
Kudlu,2.0,1300.0,2.0,56.0
Sarjapur,4.0,4201.0,4.0,435.0
Electronic City,2.0,1065.0,2.0,30.75
Whitefield,2.0,1216.0,2.0,66.88
Jigani,3.0,1252.0,3.0,59.0
Hormavu,2.0,1196.0,2.0,44.8
Kudlu,2.0,1027.0,2.0,44.0
Padmanabhanagar,3.0,610.0,2.0,75.0
other,3.0,1270.0,2.0,57.15
Mico Layout,2.0,1171.0,2.0,39.0
Kothannur,3.0,1215.0,2.0,48.6
other,1.0,600.0,1.0,20.0
Whitefield,2.0,1180.0,2.0,77.0
Electronic City Phase II,2.0,1160.0,2.0,33.51
other,4.0,4382.0,4.0,400.0
Whitefield,3.0,2140.0,3.0,139.0
Yeshwanthpur,3.0,1500.0,3.0,100.0
Banaswadi,2.0,1008.0,2.0,52.0
Ambedkar Nagar,3.0,1921.0,4.0,129.0
Electronic City,2.0,1127.0,2.0,32.0
Rajaji Nagar,3.0,1621.0,3.0,124.0
other,3.0,2400.0,3.0,360.0
other,3.0,1030.0,2.0,77.25
Whitefield,2.0,1314.0,2.0,84.0
Choodasandra,3.0,1220.0,3.0,56.0
Banashankari Stage VI,4.0,600.0,3.0,97.0
JP Nagar,3.0,1590.0,2.0,85.0
Shivaji Nagar,2.0,703.0,2.0,49.5
Hosakerehalli,3.0,1795.0,3.0,64.62
Gottigere,4.0,3000.0,3.0,132.0
Sarjapur  Road,4.0,4395.0,4.0,242.0
Electronic City,2.0,825.0,2.0,35.0
Yelahanka,4.0,4025.0,6.0,350.0
other,3.0,1254.0,2.0,70.0
Ramagondanahalli,3.0,2040.0,3.0,114.0
Thigalarapalya,3.0,2215.0,4.0,154.0
Jalahalli,2.0,1478.0,2.0,125.0
Malleshwaram,3.0,2475.0,4.0,337.0
other,3.0,1669.0,3.0,298.0
other,3.0,1820.0,3.0,79.5
Horamavu Agara,3.0,1623.0,3.0,89.0
Haralur Road,2.0,1243.0,2.0,46.0
Electronic City,2.0,1200.0,2.0,40.5
Gottigere,3.0,1613.0,3.0,72.0
other,2.0,1293.0,2.0,80.0
Hoskote,2.0,1065.0,2.0,28.5
Kudlu Gate,2.0,940.0,2.0,69.57
Sarjapur  Road,3.0,1181.0,2.0,65.0
Malleshwaram,3.0,2215.0,3.0,275.0
Marathahalli,1.0,1100.0,2.0,75.0
other,2.0,1050.0,2.0,36.0
Subramanyapura,3.0,1260.0,2.0,75.0
other,3.0,1500.0,3.0,56.0
other,2.0,1000.0,2.0,66.0
Whitefield,3.0,1530.0,3.0,73.0
HSR Layout,2.0,1140.0,2.0,46.0
other,3.0,1864.0,3.0,115.0
Sarjapur,3.0,1575.0,3.0,55.0
Attibele,3.0,1200.0,3.0,105.0
Raja Rajeshwari Nagar,2.0,945.0,2.0,45.0
Sarjapur  Road,3.0,1691.0,3.0,100.0
other,2.0,1200.0,2.0,135.0
Electronic City Phase II,3.0,1220.0,3.0,35.25
Kengeri,1.0,600.0,1.0,35.0
Whitefield,2.0,1160.0,2.0,39.0
other,3.0,1950.0,2.0,89.5
Vittasandra,3.0,1650.0,3.0,85.0
other,4.0,2400.0,4.0,150.0
Abbigere,2.0,795.0,1.0,32.6
Kalyan nagar,3.0,2285.0,4.0,165.0
Haralur Road,2.0,1243.0,2.0,46.0
other,2.0,1263.0,2.0,51.5
Hennur,3.0,1345.0,2.0,69.0
Electronic City,3.0,1360.0,2.0,58.0
Sarjapur  Road,2.0,1026.0,2.0,60.55
other,2.0,1050.0,2.0,38.0
Uttarahalli,3.0,1460.0,3.0,76.0
other,3.0,1525.0,2.0,91.48
Kanakpura Road,3.0,1843.0,3.0,85.0
Ananth Nagar,2.0,1000.0,2.0,25.0
Koramangala,3.0,1642.0,2.0,115.0
TC Palaya,3.0,1200.0,2.0,66.0
other,2.0,975.0,2.0,60.0
Bisuvanahalli,3.0,1075.0,2.0,44.0
Panathur,2.0,1210.0,2.0,77.93
other,3.0,2000.0,3.0,100.0
Akshaya Nagar,2.0,1225.0,2.0,68.0
Jakkur,2.0,1290.0,2.0,80.04
other,2.0,1220.0,2.0,56.0
other,1.0,1500.0,2.0,85.0
Kaggadasapura,2.0,1361.0,2.0,79.0
1st Phase JP Nagar,2.0,1394.0,2.0,85.0
Yelahanka,2.0,870.0,2.0,27.0
other,4.0,5000.0,5.0,300.0
Rajaji Nagar,2.0,1222.0,2.0,98.0
Hebbal,2.0,1420.0,2.0,99.39
Bellandur,3.0,1846.0,3.0,135.0
Benson Town,2.0,1688.12,2.0,270.0
Yeshwanthpur,2.0,1167.0,2.0,64.08
Ananth Nagar,2.0,902.0,2.0,25.0
Kannamangala,4.0,2422.0,4.0,135.0
Rachenahalli,2.0,1050.0,2.0,52.5
other,2.0,1000.0,2.0,50.0
Kundalahalli,2.0,1260.0,2.0,58.0
Banashankari Stage II,3.0,3000.0,3.0,450.0
Jigani,2.0,939.0,2.0,39.0
Jalahalli,1.0,600.0,1.0,37.0
8th Phase JP Nagar,2.0,1298.0,2.0,59.0
Marathahalli,3.0,1710.0,3.0,135.0
Subramanyapura,2.0,1000.0,2.0,45.0
Ramagondanahalli,3.0,3350.0,3.0,150.0
other,2.0,1200.0,4.0,138.0
other,2.0,1100.0,2.0,68.0
Jalahalli,1.0,615.0,1.0,46.0
Sarjapur  Road,2.0,1350.0,2.0,85.0
Sultan Palaya,4.0,5000.0,5.0,325.0
Cunningham Road,3.0,2700.0,3.0,501.0
Hegde Nagar,3.0,1718.0,3.0,130.0
7th Phase JP Nagar,3.0,1680.0,3.0,112.0
Hulimavu,2.0,1500.0,2.0,90.0
Sarjapur  Road,3.0,1157.0,2.0,72.0
Akshaya Nagar,2.0,1179.0,2.0,51.0
Hulimavu,2.0,1315.0,2.0,60.48
other,2.0,1105.0,2.0,28.18
Banashankari,3.0,1800.0,3.0,175.0
Jalahalli East,2.0,1010.0,2.0,52.0
Electronic City,1.0,630.0,1.0,46.0
Anekal,2.0,1200.0,2.0,36.1
Kaval Byrasandra,2.0,1025.0,2.0,60.0
Hennur Road,2.0,1195.0,2.0,59.0
Whitefield,2.0,1012.0,2.0,58.0
Hegde Nagar,3.0,1884.0,4.0,118.0
Sarjapura - Attibele Road,2.0,1090.0,2.0,37.0
Kathriguppe,3.0,1300.0,3.0,77.99
other,4.0,2950.0,4.0,250.0
Harlur,3.0,1710.0,3.0,85.0
Uttarahalli,3.0,1500.0,3.0,68.0
Kodichikkanahalli,3.0,1310.0,2.0,53.0
Dommasandra,2.0,674.0,1.0,19.9
Hoodi,3.0,1350.0,3.0,70.0
other,3.0,1464.0,2.0,115.0
Marsur,3.0,715.0,2.0,29.0
Electronic City,3.0,1400.0,2.0,40.45
Electronic City Phase II,3.0,1625.0,2.0,48.75
Electronic City,2.0,1065.0,2.0,30.76
other,3.0,1385.0,3.0,90.0
CV Raman Nagar,2.0,1040.0,2.0,50.0
Haralur Road,3.0,1817.0,3.0,110.0
other,2.0,1205.0,2.0,47.0
other,2.0,1070.0,2.0,33.43
other,2.0,1070.0,2.0,52.0
Amruthahalli,2.0,1340.0,2.0,75.0
Kalena Agrahara,2.0,980.0,2.0,35.0
8th Phase JP Nagar,2.0,1006.0,2.0,44.0
Thanisandra,2.0,1098.0,2.0,71.0
Mico Layout,2.0,1200.0,2.0,53.5
Thigalarapalya,4.0,4190.0,4.0,325.0
Sarjapur  Road,2.0,1019.0,2.0,62.0
Whitefield,2.0,1150.0,2.0,40.21
Anekal,3.0,1733.5,3.0,120.0
other,2.0,1415.0,2.0,120.0
other,3.0,1750.0,3.0,58.0
other,3.0,1537.0,3.0,81.0
other,2.0,1050.0,2.0,45.0
Kanakpura Road,3.0,1452.0,3.0,55.6
Domlur,2.0,1246.0,2.0,95.0
Yelahanka,3.0,1890.0,4.0,85.0
Electronic City Phase II,2.0,972.0,2.0,40.0
other,4.0,10624.0,4.0,2340.0
Brookefield,4.0,1500.0,5.0,160.0
Electronic City,1.0,630.0,1.0,33.7
other,3.0,1255.0,2.0,60.0
Ramamurthy Nagar,4.0,1900.0,4.0,185.0
Doddaballapur,3.0,2440.0,3.0,142.0
Kanakpura Road,3.0,1938.0,3.0,92.69
Bannerghatta Road,3.0,1711.0,3.0,125.0
CV Raman Nagar,2.0,1392.0,2.0,95.0
Haralur Road,2.0,1225.0,2.0,77.0
Sarjapur  Road,4.0,3418.0,3.0,235.0
Green Glen Layout,3.0,1750.0,3.0,120.0
Subramanyapura,3.0,1260.0,2.0,80.0
Sarjapur  Road,1.0,691.0,1.0,31.1
BTM 2nd Stage,4.0,2400.0,3.0,400.0
Haralur Road,2.0,1285.0,2.0,78.0
Hebbal,3.0,1590.0,3.0,96.0
9th Phase JP Nagar,3.0,1571.0,3.0,65.0
Garudachar Palya,2.0,1060.0,2.0,48.66
Hennur,2.0,1255.0,2.0,58.0
other,4.0,702.0,4.0,65.0
other,3.0,2400.0,2.0,185.0
Bannerghatta Road,3.0,1520.0,2.0,81.0
Kanakpura Road,3.0,1530.0,2.6926096474673513,70.99
other,2.0,1170.0,2.0,45.51
OMBR Layout,3.0,1580.0,3.0,75.0
Ardendale,3.0,1777.26,3.0,89.0
Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.78
Kodichikkanahalli,2.0,1680.0,2.0,59.0
Whitefield,3.0,1495.0,2.0,70.0
Yelahanka,3.0,1835.0,3.0,108.0
Banjara Layout,3.0,610.0,3.0,60.0
other,2.0,1080.0,2.0,38.0
Electronic City,2.0,1025.0,2.0,29.61
Haralur Road,2.0,1225.0,2.0,67.48
Balagere,1.0,656.0,1.0,34.77
Sarjapur  Road,2.0,994.0,2.0,45.0
other,2.0,1025.0,2.0,65.0
Marathahalli,2.0,1156.0,2.0,52.0
JP Nagar,2.0,1250.0,2.0,60.0
Kundalahalli,4.0,3092.0,4.0,230.0
Hegde Nagar,3.0,1930.0,4.0,122.0
other,2.0,1020.0,2.0,70.0
Kumaraswami Layout,3.0,1310.0,2.0,70.0
Jalahalli,1.0,612.0,1.0,27.565
Kanakpura Road,2.0,1322.0,2.0,70.0
Kothanur,2.0,1160.0,2.0,57.0
5th Block Hbr Layout,2.0,1100.0,2.0,48.0
Lakshminarayana Pura,3.0,1720.0,3.0,150.0
Hosur Road,3.0,1689.0,3.0,103.0
Chikkalasandra,2.0,1090.0,2.0,47.42
KR Puram,2.0,2000.0,2.0,75.0
other,2.0,1155.0,2.0,69.0
Sarjapur  Road,4.0,3913.0,5.0,176.0
Hebbal,3.0,3520.0,5.0,320.0
JP Nagar,2.0,1125.0,2.0,39.98
Yelahanka,3.0,1847.0,3.0,92.0
7th Phase JP Nagar,3.0,1515.0,2.0,76.0
Sarjapur  Road,2.0,1130.0,2.0,55.0
Bellandur,2.0,1049.0,2.0,51.0
Amruthahalli,3.0,2650.0,4.0,175.0
Varthur Road,2.0,850.0,2.0,25.4
Badavala Nagar,3.0,1842.0,3.0,115.0
Jakkur,2.0,1282.0,2.0,72.0
Kalena Agrahara,2.0,800.0,2.0,40.0
other,4.0,1200.0,4.0,240.0
Chandapura,3.0,1190.0,2.0,30.35
Magadi Road,3.0,1318.0,2.0,68.0
Kanakpura Road,2.0,1698.0,2.0,105.0
other,3.0,2030.0,2.0,182.0
Kammasandra,3.0,1276.0,2.0,31.9
other,3.0,1555.0,2.0,67.0
Sarjapur  Road,3.0,1881.0,3.0,145.0
other,3.0,2900.0,3.0,325.0
Yelahanka,3.0,1890.0,3.0,109.0
Old Madras Road,2.0,935.0,2.0,32.0
Cox Town,2.0,1000.0,2.0,58.0
Singasandra,3.0,1510.0,3.0,75.0
Uttarahalli,2.0,1120.0,2.0,50.0
Ananth Nagar,2.0,930.0,2.0,25.99
Electronic City,3.0,1160.0,2.0,42.0
Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.1
Talaghattapura,2.0,1175.0,2.0,62.0
Bellandur,3.0,1350.0,2.0,63.0
Malleshwaram,3.0,2215.0,3.0,330.0
Attibele,2.0,996.0,2.0,24.9
Anjanapura,2.0,1076.0,2.0,30.13
other,4.0,2180.0,4.0,115.0
Kasavanhalli,3.0,1715.0,3.0,112.0
Hebbal,2.0,1072.0,2.0,45.0
Panathur,2.0,1230.0,2.0,80.0
Murugeshpalya,3.0,1600.0,2.0,65.0
Thanisandra,3.0,1411.0,3.0,93.25
Jalahalli,3.0,2404.0,3.0,138.0
Sahakara Nagar,4.0,1200.0,4.0,190.0
Nagarbhavi,3.0,1200.0,3.0,226.0
Doddathoguru,3.0,1208.0,3.0,45.0
Haralur Road,2.0,1225.0,2.0,69.84
Hebbal,2.0,1162.0,2.0,69.0
Thanisandra,3.0,1262.0,2.0,65.0
other,2.0,1050.0,2.0,35.0
Electronic City Phase II,2.0,1160.0,2.0,33.51
Channasandra,3.0,1500.0,3.0,61.95
other,3.0,1610.0,3.0,85.0
Whitefield,2.0,1340.0,2.0,41.0
Sarjapur  Road,3.0,2275.0,4.0,182.0
Budigere,2.0,1162.0,2.0,58.0
other,2.0,1500.0,2.0,145.0
other,4.0,3150.0,3.0,135.0
Hosa Road,2.0,1170.0,2.0,65.0
Sarjapur  Road,2.0,980.0,2.0,25.0
Channasandra,3.0,1800.0,3.0,60.0
Banashankari Stage VI,3.0,1423.0,2.0,71.73
Kaggadasapura,2.0,1106.0,2.0,40.0
Kereguddadahalli,2.0,1105.0,2.0,27.6
Cunningham Road,4.0,7500.0,6.0,1800.0
other,2.0,1255.0,2.0,56.7
Sarjapur  Road,3.0,1525.0,2.0,65.0
Babusapalaya,2.0,1061.0,2.0,38.95
other,2.0,600.0,2.0,29.5
Electronic City Phase II,3.0,1400.0,2.0,40.45
Domlur,3.0,2100.0,3.0,145.0
Electronic City,2.0,660.0,1.0,16.5
Kengeri,2.0,633.0,1.0,18.0
Indira Nagar,2.0,1260.0,2.0,120.0
ITPL,2.0,907.0,2.0,55.43
Hennur Road,3.0,2047.0,3.0,67.55
other,4.0,2597.0,4.0,189.0
Bellandur,2.0,1211.0,2.0,63.0
Hennur Road,3.0,1904.0,3.0,129.0
Balagere,2.0,1205.0,2.0,73.87
Yeshwanthpur,2.0,1164.0,2.0,64.08
other,2.0,1410.0,2.0,73.0
other,2.0,1150.0,2.0,42.0
other,2.0,1170.0,2.0,53.11
Hennur,2.0,1420.0,2.0,62.0
Panathur,2.0,1125.0,2.0,45.0
NRI Layout,3.0,1789.0,3.0,75.0
Hulimavu,2.0,1021.0,2.0,76.0
Ananth Nagar,2.0,1074.0,2.0,26.85
Kalena Agrahara,2.0,1222.0,2.0,48.0
Hennur Road,3.0,1981.0,3.0,134.0
Yelachenahalli,2.0,1103.0,2.0,55.0
other,2.0,1201.0,2.0,65.0
Sarjapur  Road,2.0,970.0,2.0,36.0
Sarjapur,2.0,920.0,2.0,33.0
Yeshwanthpur,3.0,1520.0,3.0,85.0
other,3.0,675.0,3.0,75.0
Sonnenahalli,3.0,1268.0,2.0,75.0
other,1.0,660.0,1.0,30.0
Harlur,3.0,1755.0,3.0,115.0
Hoskote,2.0,945.0,2.0,35.0
8th Phase JP Nagar,1.0,500.0,1.0,33.0
Harlur,4.0,2820.0,4.0,153.5
Bommenahalli,4.0,1632.0,3.0,140.0
Rachenahalli,2.0,1167.0,2.0,37.5
Domlur,2.0,1276.0,2.0,80.0
Thanisandra,2.0,1234.0,2.0,51.0
Lakshminarayana Pura,2.0,1180.0,2.0,75.0
ISRO Layout,3.0,1370.0,2.0,87.0
Chandapura,2.0,1015.0,2.0,25.88
Electronic City,3.0,1400.0,3.0,90.0
other,2.0,1050.0,2.0,40.0
Ramagondanahalli,2.0,1251.0,2.0,46.0
Yeshwanthpur,3.0,1677.0,3.0,92.13
Sarjapur  Road,2.0,1346.0,2.0,67.38
Electronic City Phase II,2.0,1090.0,2.0,31.48
Kanakapura,3.0,1290.0,2.0,51.1
Sarjapur  Road,3.0,1881.0,3.0,145.0
Garudachar Palya,2.0,1150.0,2.0,52.0
other,2.0,1559.6234104263974,2.0,200.0
Sarjapur,3.0,2690.0,3.0,295.0
Kanakpura Road,3.0,1200.0,2.0,42.0
other,2.0,1559.6234104263974,2.0,40.0
other,3.0,2735.0,4.0,340.0
other,2.0,950.0,2.0,65.0
Bommasandra Industrial Area,3.0,1491.0,3.0,40.5
Ramamurthy Nagar,2.0,1050.0,2.0,51.66
Hoodi,3.0,1660.0,3.0,131.0
Nagavarapalya,2.0,1134.0,2.0,55.0
Hebbal,2.0,1100.0,2.0,60.0
Magadi Road,4.0,800.0,4.0,60.0
Anekal,2.0,1200.0,2.0,36.1
Nagarbhavi,4.0,1200.0,4.0,240.0
other,3.0,980.0,3.0,80.0
other,2.0,1080.0,2.0,37.8
CV Raman Nagar,1.0,705.0,2.0,50.0
other,3.0,1200.0,2.0,35.0
Anandapura,2.0,1200.0,2.0,50.0
Talaghattapura,3.0,1804.0,3.0,127.0
other,2.0,750.0,2.0,20.0
other,2.0,420.0,1.0,25.0
Malleshwaram,4.0,2800.0,4.0,252.0
Battarahalli,2.0,1090.0,2.0,38.37
R.T. Nagar,2.0,1500.0,2.0,230.0
Electronic City,3.0,1287.0,3.0,55.0
Thigalarapalya,3.0,2215.0,4.0,157.0
Kadubeesanahalli,4.0,2800.0,4.0,375.0
Sarjapur  Road,2.0,1045.0,2.0,42.15
Hormavu,2.0,1263.0,2.0,47.36
Whitefield,3.0,1431.0,3.0,85.0
Dommasandra,2.0,999.0,2.0,32.9
Vittasandra,3.0,1650.0,3.0,85.5
other,3.0,1535.0,3.0,72.0
Marathahalli,4.0,2524.0,5.0,180.0
Kanakpura Road,3.0,1300.0,3.0,69.0
other,3.0,600.0,3.0,125.0
7th Phase JP Nagar,3.0,2095.0,3.0,150.0
Yelahanka New Town,1.0,284.0,1.0,8.0
Ananth Nagar,1.0,500.0,1.0,14.0
other,2.0,1265.0,2.0,68.0
Kudlu Gate,2.0,1215.0,2.0,44.96
Yelahanka New Town,2.0,2200.0,2.0,180.0
Electronics City Phase 1,2.0,1028.0,2.0,51.0
Hegde Nagar,3.0,1835.0,2.0,92.0
Munnekollal,3.0,1800.0,3.0,65.0
1st Phase JP Nagar,3.0,2077.0,3.0,175.0
Sarjapur  Road,4.0,2880.0,3.0,211.0
Dasanapura,2.0,708.0,2.0,31.15
Basavangudi,2.0,1200.0,2.0,120.0
Hosakerehalli,2.0,925.0,2.0,46.25
Bannerghatta Road,3.0,2826.0,3.0,148.0
Kanakpura Road,1.0,458.0,1.0,33.66
other,4.0,3500.0,4.0,150.0
other,4.0,5400.0,4.0,250.0
other,4.0,1000.0,5.0,200.0
Amruthahalli,3.0,1450.0,2.0,90.0
Kasavanhalli,2.0,1100.0,2.0,65.0
Kadubeesanahalli,2.0,1185.0,2.0,55.0
9th Phase JP Nagar,4.0,1900.0,4.0,80.0
TC Palaya,2.0,1200.0,2.0,70.0
other,1.0,660.0,1.0,35.0
